App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Location
Secure Folder,BUSINESS,3.8,14760,8600000,50000000,Free,0.0,Everyone,Business,31-01-2018,1.1.07.6,7.0 and up,Australia
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39000000,10000000,Free,0.0,Everyone,Business,30-05-2017,1.2.6,3.0 and up,USA
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14000000,10000000,Free,0.0,Everyone,Business,11-07-2018,3.9.2,4.1 and up,India
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19000000,1000000,Free,0.0,Everyone,Business,02-08-2018,3.4.49,4.1 and up,Australia
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6800000,100000,Paid,4.99,Everyone,Business,25-03-2018,1.5.2,4.0 and up,Canada
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39000000,100000,Paid,4.99,Everyone,Business,11-04-2017,3.4.6,3.0 and up,India
Zenefits,BUSINESS,4.2,296,14000000,50000,Free,0.0,Everyone,Business,15-06-2018,3.2.1,4.1 and up,USA
Google Ads,BUSINESS,4.3,29313,20000000,5000000,Free,0.0,Everyone,Business,30-07-2018,1.12.0,4.0.3 and up,Canada
FreshBooks Classic,BUSINESS,4.1,1802,26000000,100000,Free,0.0,Everyone,Business,18-04-2018,1.7.14,4.2 and up,UK
Insightly CRM,BUSINESS,3.8,1383,51000000,100000,Free,0.0,Everyone,Business,12-07-2018,3.24.1,5.0 and up,USA
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41000000,1000000,Free,0.0,Everyone,Business,13-07-2018,18.7,4.1 and up,Australia
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20000000,500000,Free,0.0,Everyone,Business,03-07-2018,3.19.005,4.1 and up,India
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12000000,500000,Free,0.0,Everyone,Business,25-07-2018,4.9.1,5.0 and up,UK
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48000000,500000,Free,0.0,Everyone,Business,20-07-2018,6.1.2,4.0.3 and up,Australia
Asana: organize team projects,BUSINESS,4.3,20815,10000000,1000000,Free,0.0,Everyone,Business,26-07-2018,6.4.4,5.0 and up,India
Google Analytics,BUSINESS,4.5,78662,22000000,1000000,Free,0.0,Everyone,Business,13-02-2018,3.7.5,4.4 and up,USA
AdWords Express,BUSINESS,4.1,7149,11000000,1000000,Free,0.0,Everyone,Business,31-07-2018,2.6.158,4.0 and up,Australia
Accounting App - Zoho Books,BUSINESS,4.5,3079,8500000,100000,Free,0.0,Everyone,Business,02-08-2018,5.20.7,4.1 and up,Australia
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8600000,100000,Free,0.0,Everyone,Business,02-08-2018,5.20.7,4.1 and up,UK
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28000000,1000000,Free,0.0,Everyone,Business,01-08-2018,10.46.2,4.1 and up,UK
Cisco Webex Meetings,BUSINESS,4.4,108741,28000000,10000000,Free,0.0,Everyone,Business,20-07-2018,11.1.0,4.3 and up,Canada
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37000000,10000000,Free,0.0,Everyone,Business,20-07-2018,4.1.28165.0716,4.0 and up,USA
ScreenMeet. Easy Phone Meeting,BUSINESS,4.0,624,9000000,100000,Free,0.0,Everyone,Business,22-03-2018,1.2.287,5.0 and up,UK
Cisco Webex Teams,BUSINESS,4.2,1661,46000000,100000,Free,0.0,Everyone,Business,02-08-2018,3.0.4651,4.4 and up,India
Start Meeting,BUSINESS,4.1,308,14000000,50000,Free,0.0,Everyone,Business,29-05-2018,3.1.4.0,4.0.3 and up,Australia
ClickMeeting Webinars,BUSINESS,3.8,5211,26000000,1000000,Free,0.0,Everyone,Business,30-07-2018,3.3.0,4.0 and up,Canada
BlueJeans for Android,BUSINESS,3.9,1058,23000000,500000,Free,0.0,Everyone,Business,29-06-2018,2.22.397,5.0 and up,Canada
Zenefits,BUSINESS,4.2,296,14000000,50000,Free,0.0,Everyone,Business,15-06-2018,3.2.1,4.1 and up,Australia
Google Ads,BUSINESS,4.3,29313,20000000,5000000,Free,0.0,Everyone,Business,30-07-2018,1.12.0,4.0.3 and up,USA
FreshBooks Classic,BUSINESS,4.1,1802,26000000,100000,Free,0.0,Everyone,Business,18-04-2018,1.7.14,4.2 and up,India
Insightly CRM,BUSINESS,3.8,1383,51000000,100000,Free,0.0,Everyone,Business,12-07-2018,3.24.1,5.0 and up,Australia
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41000000,1000000,Free,0.0,Everyone,Business,13-07-2018,18.7,4.1 and up,Australia
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20000000,500000,Free,0.0,Everyone,Business,03-07-2018,3.19.005,4.1 and up,UK
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12000000,500000,Free,0.0,Everyone,Business,25-07-2018,4.9.1,5.0 and up,UK
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48000000,500000,Free,0.0,Everyone,Business,20-07-2018,6.1.2,4.0.3 and up,Canada
Asana: organize team projects,BUSINESS,4.3,20815,10000000,1000000,Free,0.0,Everyone,Business,26-07-2018,6.4.4,5.0 and up,UK
Google Analytics,BUSINESS,4.5,78662,22000000,1000000,Free,0.0,Everyone,Business,13-02-2018,3.7.5,4.4 and up,Canada
AdWords Express,BUSINESS,4.1,7149,11000000,1000000,Free,0.0,Everyone,Business,31-07-2018,2.6.158,4.0 and up,USA
Accounting App - Zoho Books,BUSINESS,4.5,3079,8500000,100000,Free,0.0,Everyone,Business,02-08-2018,5.20.7,4.1 and up,Australia
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8600000,100000,Free,0.0,Everyone,Business,02-08-2018,5.20.7,4.1 and up,Australia
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28000000,1000000,Free,0.0,Everyone,Business,01-08-2018,10.46.2,4.1 and up,UK
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39000000,10000000,Free,0.0,Everyone,Business,30-05-2017,1.2.6,3.0 and up,Canada
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14000000,10000000,Free,0.0,Everyone,Business,11-07-2018,3.9.2,4.1 and up,UK
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19000000,1000000,Free,0.0,Everyone,Business,02-08-2018,3.4.49,4.1 and up,UK
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6800000,100000,Paid,4.99,Everyone,Business,25-03-2018,1.5.2,4.0 and up,Australia
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39000000,100000,Paid,4.99,Everyone,Business,11-04-2017,3.4.6,3.0 and up,UK
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002859,35000000,100000000,Free,0.0,Everyone,Business,02-08-2018,9.7.14188,4.1 and up,Canada
Verify - Receipts & Expenses,BUSINESS,4.5,413,29000000,10000,Free,0.0,Everyone,Business,25-07-2018,2.0.19,5.0 and up,Australia
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41000000,1000000,Free,0.0,Everyone,Business,13-07-2018,18.7,4.1 and up,India
Manga Master - Best manga & comic reader,COMICS,4.6,24005,4900000,500000,Free,0.0,Adults only 18+,Comics,04-07-2018,1.1.7.0,4.1 and up,Canada
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27000000,1000000,Free,0.0,Teen,Comics,23-07-2018,2.11.3,4.1 and up,Australia
Röhrich Werner Soundboard,COMICS,4.7,2249,32000000,500000,Free,0.0,Everyone,Comics,16-11-2017,1.08,4.0.3 and up,USA
Unicorn Pokez - Color By Number,COMICS,4.8,516,12000000,50000,Free,0.0,Everyone,Comics;Creativity,03-08-2018,1.0.6,4.4 and up,Australia
MangaToon - Comics updated Daily,COMICS,3.9,834,15000000,50000,Free,0.0,Mature 17+,Comics,01-08-2018,1.0.8,4.1 and up,India
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11000000,50000,Free,0.0,Mature 17+,Comics,07-07-2018,1.5,4.1 and up,India
Manga Rock - Best Manga Reader,COMICS,4.4,238970,28000000,1000000,Free,0.0,Teen,Comics,09-07-2018,3.4.3_world,5.0 and up,India
Manga - read Thai translation,COMICS,4.6,302,2200000,10000,Free,0.0,Teen,Comics,03-07-2018,1,4.0 and up,Australia
The Vietnam Story - Fun Stories,COMICS,4.5,438,3400000,10000,Free,0.0,Everyone,Comics,27-12-2017,1,2.3 and up,Australia
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8300000,10000,Free,0.0,Everyone,Comics,23-07-2018,1.9,4.0.3 and up,USA
Funny Jokes Photos,COMICS,4.4,39,4300000,10000,Free,0.0,Everyone 10+,Comics,03-07-2018,1.1,4.2 and up,UK
Truyện Vui Tý Quậy,COMICS,4.5,144,4700000,10000,Free,0.0,Everyone,Comics,19-07-2018,3,4.0.3 and up,USA
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10000000,100000,Free,0.0,Teen,Comics,05-03-2018,1.2.12,4.0.3 and up,India
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15000000,5000000,Free,0.0,Teen,Comics,03-07-2018,6.3.0,4.0.3 and up,USA
Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7100000,100000,Free,0.0,Mature 17+,Comics,18-05-2018,1,4.0.3 and up,UK
"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21000000,1000000,Free,0.0,Mature 17+,Comics,06-07-2018,2.3.1,4.0.3 and up,UK
Emmanuella Funny Videos 2018,COMICS,4.5,314,6100000,100000,Free,0.0,Everyone,Comics,23-05-2018,3.1.0,4.1 and up,Canada
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15000000,1000000,Free,0.0,Teen,Comics,19-07-2018,4.7.3,4.2 and up,UK
Marvel Unlimited,COMICS,3.7,22551,11000000,1000000,Free,0.0,Teen,Comics,24-07-2018,3.16.0,4.4 and up,USA
"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29000000,1000000,Free,0.0,Teen,Comics,31-07-2018,4.1.0,4.4 and up,USA
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3300000,100000,Free,0.0,Everyone,Comics,18-12-2017,1.6,4.0 and up,USA
Faustop Sounds,COMICS,4.7,1677,40000000,100000,Free,0.0,Everyone,Comics,26-05-2018,1.7.7,4.1 and up,USA
Manga Mania - Best online manga reader,COMICS,4.4,757,10000000,10000,Free,0.0,Teen,Comics,24-05-2018,1,4.1 and up,USA
#NAME?,COMICS,3.5,115,9100000,10000,Free,0.0,Mature 17+,Comics,13-07-2018,5.0.12,5.0 and up,USA
Manga AZ - Manga Comic Reader,COMICS,3.3,125,4700000,5000,Free,0.0,Teen,Comics,24-07-2018,1.0.4,4.0.3 and up,Australia
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38000000,500000,Free,0.0,Everyone 10+,Comics,31-07-2018,4.3.0,4.1 and up,India
Funny Jokes and Stories 2018,COMICS,4.2,21,6700000,5000,Free,0.0,Everyone,Comics,31-03-2018,1.3,4.0 and up,UK
Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15,37000000,1000,Free,0.0,Everyone,Comics,26-06-2018,2,4.0.3 and up,India
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7800000,10000,Free,0.0,Teen,Comics,16-06-2018,1.01,4.0.3 and up,UK
think Comics,COMICS,4.4,1006,19000000,50000,Free,0.0,Everyone,Comics,03-08-2018,2.3.3,4.0.3 and up,Canada
Memes Button,COMICS,4.4,5968,5700000,1000000,Free,0.0,Everyone,Comics,28-05-2018,1.4,4.0 and up,India
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35000000,100000,Free,0.0,Everyone,Comics,02-08-2018,2.4.25,4.4 and up,USA
Messenger for SMS,COMMUNICATION,4.3,125257,17000000,10000000,Free,0.0,Teen,Communication,06-06-2018,1.8.9,4.1 and up,UK
My Tele2,COMMUNICATION,4.3,158679,8800000,5000000,Free,0.0,Everyone,Communication,03-08-2018,2.4.1,4.4 and up,USA
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16000000,100000000,Free,0.0,Everyone,Communication,18-07-2018,5.29.3,4.4 and up,Canada
imo beta free calls and text,COMMUNICATION,4.3,659395,11000000,100000000,Free,0.0,Everyone,Communication,07-06-2018,9.8.000000010492,4.0 and up,Australia
imo free video calls and chat,COMMUNICATION,4.3,4785892,11000000,500000000,Free,0.0,Everyone,Communication,08-06-2018,9.8.000000010501,4.0 and up,USA
Call Free – Free Call,COMMUNICATION,4.3,30209,15000000,5000000,Free,0.0,Everyone,Communication,28-07-2018,1.3.4,4.1 and up,Canada
Web Browser & Explorer,COMMUNICATION,4.0,36901,6600000,5000000,Free,0.0,Everyone,Communication,04-07-2018,11.8.6,4.0.3 - 7.1.1,UK
Browser 4G,COMMUNICATION,4.3,192948,6600000,10000000,Free,0.0,Everyone,Communication,19-06-2018,24.6.6,4.0.3 - 7.1.1,Australia
Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5100000,10000000,Free,0.0,Everyone,Communication,02-07-2018,3.2.0.100171,4.1 and up,USA
TracFone My Account,COMMUNICATION,3.6,20769,18000000,1000000,Free,0.0,Everyone,Communication,11-07-2018,R6.0.3,4.1 and up,UK
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4000000,1000000,Free,0.0,Everyone,Communication,06-07-2018,5.2,5.0 and up,UK
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37000000,10000000,Free,0.0,Mature 17+,Communication,02-08-2018,6.7.9.1,4.0.3 and up,India
Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22000000,5000000,Free,0.0,Everyone,Communication,31-07-2018,1.60.0.31354-release,4.0.3 and up,USA
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3300000,100000000,Free,0.0,Teen,Communication,18-07-2018,11.4.0,4.0 and up,USA
WhatsApp Business,COMMUNICATION,4.4,136662,32000000,10000000,Free,0.0,Everyone,Communication,30-07-2018,2.18.116,4.0.3 and up,India
My magenta,COMMUNICATION,3.9,42370,37000000,1000000,Free,0.0,Everyone,Communication,25-06-2018,7.5.1,5.0 and up,USA
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17000000,100000,Free,0.0,Everyone,Communication,16-07-2018,2.1,4.1 and up,India
Omlet Chat,COMMUNICATION,3.9,40751,35000000,10000000,Free,0.0,Teen,Communication,04-11-2016,2.2.7600,4.0.3 and up,Canada
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40000000,500000000,Free,0.0,Teen,Communication,02-08-2018,12.8.5.1121,4.0 and up,Australia
My Vodacom SA,COMMUNICATION,3.7,25021,61000000,5000000,Free,0.0,Everyone,Communication,26-06-2018,9.9.0,4.3 and up,USA
Microsoft Edge,COMMUNICATION,4.3,27187,66000000,5000000,Free,0.0,Everyone,Communication,28-07-2018,42.0.0.2059,4.4 and up,UK
imo free video calls and chat,COMMUNICATION,4.3,4785988,11000000,500000000,Free,0.0,Everyone,Communication,08-06-2018,9.8.000000010501,4.0 and up,Canada
Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122498,79000,10000000,Free,0.0,Everyone,Communication,02-09-2015,0.1.100944346,4.0.3 and up,India
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25000000,10000000,Free,0.0,Everyone,Communication,18-07-2018,6.1,4.2 and up,Australia
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14000000,5000000,Free,0.0,Everyone,Communication,19-04-2018,3.0.4,4.0 and up,USA
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24000000,100000000,Free,0.0,Everyone,Communication,01-08-2018,7.73,4.0 and up,Canada
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17000000,1000000,Free,0.0,Everyone,Communication,02-08-2018,4.98,2.3 and up,Canada
chomp SMS,COMMUNICATION,4.3,335646,8300000,10000000,Free,0.0,Everyone,Communication,26-07-2018,7.21,2.3 and up,Australia
Text SMS,COMMUNICATION,4.5,349384,8200000,10000000,Free,0.0,Everyone,Communication,24-07-2018,3.47,4.0.3 and up,Australia
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8400000,1000000,Free,0.0,Everyone,Communication,30-07-2018,6.5.1,4.0.3 and up,India
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,4000000,1000000,Free,0.0,Everyone,Communication,06-07-2018,5.2,5.0 and up,UK
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32000000,1000000,Free,0.0,Everyone,Communication,03-08-2018,5.65.0,4.0 and up,Australia
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6100000,50000000,Free,0.0,Everyone,Communication,31-07-2018,5.22.18.0006,4.0 and up,India
Ninesky Browser,COMMUNICATION,4.2,42925,2800000,1000000,Free,0.0,Everyone,Communication,27-08-2017,6.1,2.3 and up,Australia
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,3300000,100000000,Free,0.0,Teen,Communication,18-07-2018,11.4.0,4.0 and up,Canada
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,40000000,500000000,Free,0.0,Teen,Communication,02-08-2018,12.8.5.1121,4.0 and up,USA
Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2200000,1000000,Free,0.0,Everyone,Communication,20-03-2018,1.4.1.0,4.0.3 and up,UK
Web Browser for Android,COMMUNICATION,4.1,55098,4300000,1000000,Free,0.0,Everyone,Communication,20-06-2018,2.2,4.0 and up,India
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4700000,10000000,Free,0.0,Everyone,Communication,01-04-2016,6.4.0.4,4.0 and up,India
Lightning Web Browser,COMMUNICATION,4.1,12578,2300000,500000,Free,0.0,Everyone,Communication,10-07-2017,4.5.1,4.0 and up,Canada
Web Browser,COMMUNICATION,4.2,10965,2300000,500000,Free,0.0,Everyone,Communication,02-02-2015,2,3.0 and up,India
Contacts+,COMMUNICATION,4.2,190613,11000000,10000000,Free,0.0,Everyone,Communication,31-07-2018,5.85.1,4.0.3 and up,USA
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2700000,10000000,Free,0.0,Everyone,Communication,05-03-2017,196,2.1 and up,Australia
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14000000,5000000,Free,0.0,Everyone,Communication,19-04-2018,3.0.4,4.0 and up,Canada
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13000000,1000000,Free,0.0,Everyone,Communication,18-04-2018,3.0.7,4.0 and up,UK
Safest Call Blocker,COMMUNICATION,4.4,27540,3700000,1000000,Free,0.0,Everyone,Communication,05-01-2018,1.26.001,4.0 and up,India
Full Screen Caller ID,COMMUNICATION,4.2,104990,10000000,5000000,Free,0.0,Everyone,Communication,15-05-2018,3.5.0,4.0.3 and up,Australia
Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13000000,10000000,Free,0.0,Mature 17+,Communication,25-07-2018,8.1.2-6310,5.0 and up,India
Call Blocker,COMMUNICATION,4.1,17529,10000000,1000000,Free,0.0,Everyone,Communication,26-07-2018,5.86,4.0.3 and up,India
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13000000,10000000,Free,0.0,Mature 17+,Communication,13-07-2018,5.1.2-6310,5.0 and up,Australia
Should I Answer?,COMMUNICATION,4.8,237468,8800000,1000000,Free,0.0,Everyone,Communication,26-07-2018,2018.1.715,4.0 and up,India
RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5500000,1000000,Free,0.0,Everyone,Communication,04-12-2017,3.9.7,2.1 and up,UK
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20000000,10000000,Free,0.0,Everyone,Communication,29-07-2018,1.286,4.1 and up,Canada
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29000000,10000000,Free,0.0,Everyone,Communication,01-08-2018,6.19.1,4.1 and up,India
Call Control - Call Blocker,COMMUNICATION,4.4,93825,11000000,5000000,Free,0.0,Everyone,Communication,05-07-2018,2.17.3,4.1 and up,India
Video Caller Id,COMMUNICATION,4.2,15287,17000000,1000000,Free,0.0,Everyone,Communication,24-01-2018,2.2.245,4.0.3 and up,UK
Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,17000000,5000000,Free,0.0,Everyone,Communication,26-07-2018,4.5.4,4.1 and up,Australia
Caller ID +,COMMUNICATION,4.0,9498,118000,1000000,Free,0.0,Everyone,Communication,07-06-2016,5.28.0,2.3 and up,Canada
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188142,16000000,100000000,Free,0.0,Everyone,Communication,18-07-2018,5.29.3,4.4 and up,India
K-9 Mail,COMMUNICATION,4.2,88427,5100000,5000000,Free,0.0,Everyone,Communication,06-01-2018,5.403,4.0.3 and up,Australia
Email TypeApp - Mail App,COMMUNICATION,4.6,183374,44000000,1000000,Free,0.0,Everyone,Communication,01-08-2018,1.9.4.74,4.1 and up,India
All Email Providers,COMMUNICATION,4.1,20901,7300000,1000000,Free,0.0,Everyone,Communication,03-04-2018,5.0.9,4.1 and up,UK
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4.0,122595,30000000,1000000,Free,0.0,Everyone,Communication,19-07-2018,9.8.376,5.0 and up,Australia
GO Notifier,COMMUNICATION,4.2,124346,695000,10000000,Free,0.0,Everyone,Communication,06-07-2014,2.8,2.0 and up,India
Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1600000,10000,Free,0.0,Everyone,Communication,11-04-2017,2.3,2.2 and up,Australia
Daum Mail - Next Mail,COMMUNICATION,4.3,41420,19000000,5000000,Free,0.0,Everyone,Communication,21-06-2018,3.2.0,4.0 and up,Canada
imo free video calls and chat,COMMUNICATION,4.3,4785988,11000000,500000000,Free,0.0,Everyone,Communication,08-06-2018,9.8.000000010501,4.0 and up,UK
Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,23000000,1000000,Free,0.0,Everyone,Communication,28-09-2016,2.9.8,2.3.3 and up,USA
JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,26000000,5000000,Free,0.0,Everyone,Communication,04-08-2018,7.2.29,4.0.3 and up,Australia
Calculator,DATING,2.6,57,6200000,1000,Paid,6.99,Everyone,Dating,25-10-2017,1.1.6,4.0 and up,Canada
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17000000,100,Paid,7.99,Mature 17+,Dating,21-01-2017,1.0.1,4.0 and up,UK
OkCupid Dating,DATING,4.1,285726,15000000,10000000,Free,0.0,Mature 17+,Dating,30-07-2018,11.10.1,4.1 and up,India
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56000000,100000,Free,0.0,Mature 17+,Dating,01-08-2018,2.5.2,4.1 and up,USA
Hinge: Dating & Relationships,DATING,4.2,7779,12000000,500000,Free,0.0,Mature 17+,Dating,03-08-2018,6.1.3,5.0 and up,India
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11000000,5000000,Free,0.0,Mature 17+,Dating,31-07-2018,4.17.2,4.1 and up,Australia
BBW Dating & Plus Size Chat,DATING,4.4,12632,29000000,1000000,Free,0.0,Mature 17+,Dating,27-07-2018,3.5.0.1,4.1 and up,India
CMB Free Dating App,DATING,4.0,48845,40000000,1000000,Free,0.0,Mature 17+,Dating,01-08-2018,4.19.0.2320,4.4 and up,UK
eharmony - Online Dating App,DATING,3.1,31320,53000000,5000000,Free,0.0,Mature 17+,Dating,30-07-2018,6.6.5,4.1 and up,USA
Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,3100000,5000000,Free,0.0,Mature 17+,Dating,04-08-2018,1.639,4.0 and up,UK
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24000000,100000,Free,0.0,Mature 17+,Dating,25-07-2018,1.6.1,4.4 and up,UK
Clover Dating App,DATING,4.1,11633,23000000,500000,Free,0.0,Mature 17+,Dating,24-07-2018,2.5.1,4.1 and up,Canada
Black People Meet Singles Date,DATING,3.9,10212,5000000,1000000,Free,0.0,Mature 17+,Dating,25-07-2018,1.9.7,4.4 and up,Canada
Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,44000000,1000000,Free,0.0,Mature 17+,Dating,03-08-2018,4.4B,4.1 and up,USA
Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27000000,10000,Free,0.0,Mature 17+,Dating,03-08-2018,1.308.us,4.1 and up,UK
stranger chat - anonymous chat,DATING,3.5,13202,6100000,1000000,Free,0.0,Mature 17+,Dating,07-07-2018,2.4.1,4.1 and up,Canada
Free Dating Hook Up Messenger,DATING,3.3,1157,21000000,100000,Free,0.0,Mature 17+,Dating,27-01-2017,5.0.1,4.2 and up,India
Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11000000,10000000,Free,0.0,Mature 17+,Dating,31-07-2018,4.17.2,4.1 and up,Australia
Once - Quality Matches Every day,DATING,4.4,222888,21000000,1000000,Free,0.0,Mature 17+,Dating,17-07-2018,2.45,4.1 and up,India
BLK - Swipe. Match. Chat.,DATING,4.1,2067,24000000,100000,Free,0.0,Mature 17+,Dating,25-07-2018,1.6.1,4.4 and up,USA
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,31000000,500000,Free,0.0,Mature 17+,Dating,03-07-2018,4.5.5,4.1 and up,USA
